artist,bio,listeners,playcount,similar_artist
Anni B Sweet,"Anni B Sweet is the stage name of singer-songwriter Ana Lopez, born in Malaga in 1987. She started writing music at age nine and and continued futher into the music world as a profession. She formed several groups at home in Malaga then moved to Madrid in search of broader roads. 

There one was with the support of the Humanity band, with which she collaborated until beginning his race alone. In this occasion she received the support of artists like Javier Doria of ""The Melocotons"" and Brian Hunt. <a href=""https://www.last.fm/music/Anni+B+Sweet"">Read more on Last.fm</a>",80354,1204336,"['Lori Meyers', 'La Bien Querida', 'El Columpio Asesino', 'Zahara', 'Izal']"
Rural Zombies," <a href=""https://www.last.fm/music/RURAL+ZOMBIES"">Read more on Last.fm</a>",8438,70194,"['was', 'Angel Stanich', 'Jacobo Serra', 'Bearoid', 'Egon Soda']"
Leiva,"José Miguel Conejo Torres (Madrid, 30 de abril de 1980), más conocido como Leiva, es un músico, cantautor español y multiinstrumentista de rock. En 2001, formó junto a Rubén Pozo la banda de rock en español Pereza, con la que grabó seis discos hasta su separación en 2011. Tras la disolución del grupo, inició una carrera en solitario en la que lleva cuatro discos grabados. <a href=""https://www.last.fm/music/Leiva"">Read more on Last.fm</a>",88988,2460864,"['Pereza', 'Arde Bogotá', 'Sidecars', 'Fito Y Fitipaldis', 'Vetusta Morla']"
¿Téo?,"Mateo Arias (Medellín, Colombia, October 31, 1995) is a Colombian actor and musician. He was born in Colombia, but moved to New York City at a young age with his brother Moisés, who played Rico on the Disney Channel series Hannah Montana. He is currently part of the music collective MSFTSrep, along with artists such as Jaden Smith, Willow, and Daniel D'Artiste, among others. <a href=""https://www.last.fm/music/%C2%BFT%C3%A9o%3F"">Read more on Last.fm</a>",550516,7004730,"['Jaden', 'PawPaw Rod', 'Wesley Joseph', 'DUCKWRTH', 'Greek']"
Los Retros,"Los Retros, aka Mauri Tapia, from Oxnard CA. He has been making music since his early teens, playing every instrument on his recordings. Tracing his musical inspirations to both American and Latin American left-field pop and soft rock groups from the 70s/80s, 'Los Retros' is an homage to Chilean pop band Los Ángeles Negros.
From Stones Throw Los Retros Artist Page


Once upon a time in Oxnard, when Los Retros used to be known as Retrospect, there were 2 young fellows known as Chai and Mauri. <a href=""https://www.last.fm/music/Los+Retros"">Read more on Last.fm</a>",549675,10311451,"['Cuco', 'mellow fellow', 'VACATIONS', 'boy pablo', 'Mild High Club']"
Kevin Johansen,"Kevin Johansen (born 1964 in Fairbanks, Alaska) is an Argentine-American rock musician. As well as solo albums, he has recorded as Kevin Johansen + The Nada.

Born to an Argentine mother and an American father, he lived most of his childhood in the San Francisco Bay Area, but moved with his family to Buenos Aires at the age of 12.

Johansen made a brief appearance in the local rock scene with the band Instrucción Cívica in the 80s (only album Obediencia Debida in 1985), but went to New York in 1990. <a href=""https://www.last.fm/music/Kevin+Johansen"">Read more on Last.fm</a>",189622,4053121,"['Fito Páez', 'Pedro Aznar', 'Lisandro Aristimuño', 'León Gieco', 'Bersuit Vergarabat']"
Sidney Gish,"Sidney Gish is a singer-songwriter currently based in New York. She produced her first two albums, Ed Buys Houses (2016) and No Dogs Allowed (2017) while attending college in Boston. Following the moderate success of No Dogs Allowed, she toured the album throughout the US and Europe as a solo live looping act. In 2022, she toured as a support act for TV Girl, Beach Bunny, and Cavetown. She has been working on new music, and will be sharing more of it soon. <a href=""https://www.last.fm/music/Sidney+Gish"">Read more on Last.fm</a>",387307,11597199,"['Yucky Duster', 'Miniature Tigers', 'Left at London', 'Adult Mom', 'Girlpool']"
Leif Vollebekk,"Leif Vollebekk is a Canadian singer-songwriter, based in Montreal. Since the beginning of his career, Leif has performed at the Newport Folk Festival and shared stages with Daniel Lanois, Beth Orton, Sinéad O’Connor, Patrick Watson, Coeur de Pirate, William Fitzsimmons and Sam Amidon. He released his break-through sophomore album ‘North Americana’ in 2013, while his 2010 debut ‘Inland’ was described as “beautiful, memorable and moving” by NPR and “timeless and monumental” by the Independent UK. <a href=""https://www.last.fm/music/Leif+Vollebekk"">Read more on Last.fm</a>",213871,2599901,"['James Vincent McMorrow', 'Old Sea Brigade', 'Donovan Woods', 'The Barr Brothers', 'Nick Mulvey']"
Angus & Julia Stone,"Angus & Julia Stone are an Australian acoustic folk-pop duo consisting of siblings Julia Stone and Angus Stone from Sydney, New South Wales, Australia. Their decision to collaborate was taken at the beginning of 2006. Prior to that, both had performed as solo artists at open mic nights but utilised the other as a backing partner.  Ultimately they came up with the same idea, “Why don’t we play together? It kind of made a lot of sense”. In terms of composing the material <a href=""https://www.last.fm/music/Angus+&+Julia+Stone"">Read more on Last.fm</a>",1654900,46251708,"['Julia Stone', 'Angus Stone', 'Fink', 'Ane Brun', 'Dope Lemon']"
Ainoa Buitrago," <a href=""https://www.last.fm/music/Ainoa+Buitrago"">Read more on Last.fm</a>",6210,62908,"['Yoly Saa', 'Paula Mattheus', 'Marta Soto', 'Alex Wall', 'Julia Medina']"
Ruiperez," <a href=""https://www.last.fm/music/Ruiperez"">Read more on Last.fm</a>",278,1329,"['Red Gekko', 'Min Go', 'Miss Penas', 'Flinks', 'UnderWallace']"
Tall Heights,"Tall Heights is an American electro-folk duo based in Boston, MA. The group formed in 2009 and consists of singer/guitarist Tim Harrington and singer/cellist Paul Wright. Recent touring has also featured percussionist/singer Paul Dumas.

In the summer of 2010, Harrington and Wright were playing for spare change in Boston’s Faneuil Hall Marketplace. In two short years since, Tall Heights has headlined packed listening rooms across New England, toured down to Austin <a href=""https://www.last.fm/music/Tall+Heights"">Read more on Last.fm</a>",250518,1927218,"['Henry Jamison', 'Darlingside', 'Beta Radio', 'Old Sea Brigade', 'Roo Panes']"
Yellow Days,"
Noted for throaty, yearning vocals that accompany his swimmy indie soul-pop, Yellow Days is the performance alias of British musician George van den Broek. After some early releases during his teenage years, he began to gain traction with 2017's full-length Is Everything Okay in Your World? Switching locales to Los Angeles, his follow-up, A Day in a Yellow Beat appeared in 2020.

Born in Manchester, England, and raised in Haselmere, van den Broek's musical endeavors began when he got a guitar for Christmas at the age of 11. <a href=""https://www.last.fm/music/Yellow+Days"">Read more on Last.fm</a>",479800,8237036,"['Feng Suave', 'HOMESHAKE', 'Mild Orange', 'Brad stank', 'Gus Dapperton']"
Jungle,"There are several artists using the moniker 'Jungle'.

1.  Jungle is an English modern soul musical collective founded by childhood friends, Tom McFarland and Josh Lloyd-Watson.
 Jungle was formed at the beginning of 2013, choosing to put an aesthetic emphasis on the music’s surrounding artwork and videos, and not on the pairs' own identity, (McFarland and Lloyd-Watson came to be known as J and T). Throughout the following year Jungle developed its nature as a collective by working with different artists across diverse disciplines. <a href=""https://www.last.fm/music/Jungle"">Read more on Last.fm</a>",1602196,52965492,"['Franc Moody', 'Neil Frances', 'Loaded Honey', ""L'Impératrice"", 'Darius']"
Caloncho,"Óscar Alfonso Castro (born December 20, 1986 in Obregón, Sonora), better known as Caloncho, is a Mexican musician and singer.

As a child, Caloncho lived in Guadalajara where his favorite activity was playing the drums, until he later decided to experiment with melody. At the same time, he started playing the guitar that his grandfather had left for him years before, and soon learned to play songs from artists such as Bob Marley and Sublime.

Based on his own confession <a href=""https://www.last.fm/music/Caloncho"">Read more on Last.fm</a>",146561,2586432,"['Little Jesus', 'Camilo Séptimo', 'León Larregui', 'Daniel, Me Estás Matando', 'Jósean Log']"
Clairo,"Claire Elizabeth Cottrill (born August 18, 1998), known professionally as Clairo, is an American singer-songwriter. She began sharing music online at age 13.

Clairo gained widespread attention following the viral success of the music video for her lo-fi single ""Pretty Girl"" in 2017. She subsequently signed with Fader Label and released her debut EP ""Diary 001"" in 2018. Her first studio album, ""Immunity"" (2019), included the singles ""Bags"" and ""Sofia,"" with the latter becoming her first entry on the Billboard Hot 100. <a href=""https://www.last.fm/music/Clairo"">Read more on Last.fm</a>",2865689,338696052,"['Shelly', 'beabadoobee', 'The Marías', 'Phoebe Bridgers', 'Men I Trust']"
Beach Weather,"Beach Weather are an American modern rock band formed in 2015 by lead vocalist and rhythm guitarist Nick Santino, formerly in A Rocket to the Moon. Beach Weather is best known for their song ""Sex, Drugs, Etc."" which was certified Platinum on May 16, 2023.

In August 2015, Nick Santino formed Beach Weather with Reeve Powers (bass), Ian Holubiak (lead guitar) and Austin Scates (drums) after being invited by the Maine to open for their Free For All 2015 Tour. <a href=""https://www.last.fm/music/Beach+Weather"">Read more on Last.fm</a>",1360449,24470702,"['The Neighbourhood', 'The Technicolors', 'Almost Monday', 'The Academic', 'Coin']"
Marwán," <a href=""https://www.last.fm/music/Marw%C3%A1n"">Read more on Last.fm</a>",7742,110623,"['Andrés Suárez', 'Diego Ojeda', 'Fredi Leis', 'marazu', 'Fran Fernández']"
Two Another,"Musical duo 
The origins of Two Another’s global story lie under the Australian sun. Angus, born in the UK, and Eliot, in the US, connected through the music program at their school in Sydney. Inspired by their parent’s love for Motown, growing up during the golden era of Indie, Ed Banger and later discovering their own love for 90s electronica, dance and hip hop.   After school the best friends first found themselves in different cities in Australia <a href=""https://www.last.fm/music/Two+Another"">Read more on Last.fm</a>",218700,2218805,"['Tommy Down', 'Amber-Simone', 'John Splithoff', 'Delv!s', 'FIKA']"
Midnight Faces,"Midnight Faces is an American pop music group originally from Grand Rapids, Michigan and now based in Los Angeles, whose style is influenced by 1980s-era synthpop and post-punk.
Midnight Faces was founded as a duo by composer Matt Doty (a former member of Saxon Shore alongside J. Tillman) and vocalist Philip Stancil.
The duo initially lived in different cities (Doty in Grand Rapids, Michigan and Stancil in Washington, DC) and created their music using Internet-enabled file sharing, but by November 2014, both members had moved to Los Angeles. <a href=""https://www.last.fm/music/Midnight+Faces"">Read more on Last.fm</a>",42955,276214,"['Parks, Squares and Alleys', 'Lea Porcelain', 'Day Wave', 'Motorama', 'Hurricane Dean']"
BADBADNOTGOOD,"BADBADNOTGOOD (abbreviated as BBNG) is (formerly) pianist Matt Tavares, saxophonist Leland Whitty, bassist Chester Stone Hansen and drummer Alex Sowinski. The original trio (Tavares, Hansen and Sowinski) met at Humber College in Toronto, Canada and bonded over their mutual musical interests - OFWGKTA, Gucci Mane, and Waka Flocka Flame.  

BADBADNOTGOOD released their first two albums in 2011 and 2012, both for free from their official Bandcamp. 
 <a href=""https://www.last.fm/music/BADBADNOTGOOD"">Read more on Last.fm</a>",1145674,30708710,"['BADBADNOTGOOD & Ghostface Killah', 'Yussef Dayes', 'Alfa Mist', 'The Comet Is Coming', 'Surprise Chef']"
Darius,"There is more than one artist named Darius:
(1) French house artist from France.
(2) Soft-pop singer from Scotland.
(3) Neo-progressive rock band from Germany.
(4) A psychedelic artist from the U.S.
(5) An alias of Emma Essex under the Halley Labs label.

(1) 
Darius (a.k.a. Terence N'guyen) is a French producer from Paris. His preferred genres usually range between house and disco, though many have pinpointed his sound in the ""French touch"" category. <a href=""https://www.last.fm/music/Darius"">Read more on Last.fm</a>",438655,5179124,"['The Queenstons', 'RQ', 'Emoticon', 'Aurastys', 'Rotteen']"
Second,"There are three bands named Second 


1. Second is a Spanish rock group from the city of Murcia.

The group was founded in 1997 by singer Sean Frutos and guitarist Jorge Guirao, with Nando Robles filling the bass spot. 
After their debut album  Private Life (2000), the band added another guitarist Javi Vox together with drummer Fran Guirao. 
Between Second's second and third album Pose (2003) and Invisible (2006), the attention to the band increased as Second won the Global Battle of the Bands contest in London in 2004. <a href=""https://www.last.fm/music/Second"">Read more on Last.fm</a>",75146,1695205,"['Viva Suecia', 'Lori Meyers', 'Shinova', 'Supersubmarina', 'Izal']"
